Company,Sector,SubSector,Industry,Ticker,FSS Score,FSS Weekly Change,Total Articles,Negative Articles,Z-Score,Receivables to Revenue,Debt to EBITDA,_ebitda,_totalDebt,Quick Ratio,S&P Issuer Credit Rating,Market Capitalization,Current Open Price,52-Week High Price,52-Week Low Price
"Array Technologies, Inc.",Software & Technology,Electronics,Electronic Navigation/Tracking Systems,ARRY,0.06282,3.598888888888889,159.0,26.42,676301.1528,0.3299,4.7302,150.401,711.431,1.90623,,1342904279.94,8.59,9.15,8.51
"TXNM Energy, Inc.",Energy,Utilities,Electric Power Distribution,TXNM,0.1637844444444444,1.2233333333333332,214.0,35.05,455318.5026,0.0988,6.1023,923.826,5637.493,0.37674,,6559404977.25,59.05,59.25,58.9675
American Power Group Corp.,Manufacturing,Automotive,Vehicle Engine/Engine Parts,APGI,0.1878566666666666,-13.212222222222222,8.0,62.5,677049.112,0.4834,-1.5241,-4.02706,6.13752,0.45742,,9211823.384575,0.008675,0.008702,0.008225
"Astrana Health, Inc.",Healthcare,Healthcare Services,Healthcare Support Services,ASTH,0.1389333333333333,-0.7177777777777777,96.0,32.29,784801.1035,0.1281,6.366,163.174,1038.769,1.40314,,1882682381.46,39.47,39.652,37.08
Glaukos Corp.,Healthcare,Medical Devices,Medical Equipment/Supplies,GKOS,0.1695755555555555,-0.2133333333333333,148.0,40.54,20100474.1692,0.214,-1.5948,-43.556,69.464,4.0624,,7950809532.07,132.36,136.2599,130.64
"Sunstone Hotel Investors, Inc.",Real Estate,REITs,Hospitality REITs,SHO,0.1312044444444444,0.0155555555555555,82.0,34.15,1058596.5005,0.0351,4.2208,217.514,918.086,1.44359,,1913211342.9,10.5,10.56,10.25
CrossAmerica Partners LP,Energy,Oil & Gas,Gasoline/Service Stations,CAPL,0.2058266666666666,-1.271111111111111,89.0,43.82,500583.9993,0.008,4.8148,143.444,690.652,0.33161,,864958683.77,21.84,22.765,21.645
"Agilysys, Inc.",Software & Technology,Hardware & Semiconductors,Point of Sale Systems,AGYS,0.1900366666666667,0.9177777777777776,191.0,40.31,6915789.8417,0.1308,0.6651,36.083,24.0,1.06601,,1941998785.23,70.83,71.045,67.22
"Mativ Holdings, Inc.",Consumer Goods,Apparel & Textiles,Artificial/Synthetic Fibers,MATV,0.1735855555555555,-2.0533333333333337,81.0,44.44,186343.6796,0.0994,5.4995,188.4,1036.1,1.08482,,482277495.0,9.14,9.39,8.66
AXIOS Sustainable Growth Acquisition Corp.,Financial Services,Holding Companies,Shell Company,AXAC,,,,,90402859.7391,,-5.9312,-0.00843,0.05,1.02725,,91618778.37,10.43,10.43,10.43
"Domo, Inc.",Software & Technology,Software,Business Intelligence Software,DOMO,0.1450311111111111,1.4655555555555555,152.0,37.5,253863.0151,0.2257,-2.4429,-49.982,122.103,0.55571,,165687280.66,3.81,3.8846,3.595
"Allient, Inc.",Energy,Electrical,Electrical Components/Equipment,ALNT,0.1586544444444444,-2.2711111111111113,83.0,36.14,2418195.7138,0.1601,2.4632,73.432,180.875,2.08068,,1112931605.76,65.11,66.69,63.79
EACO Corp.,Retail,Wholesale & Distribution,Wholesalers,EACO,0.2026611111111111,-3.2111111111111112,10.0,40.0,3749107.6972,0.1539,0.0968,43.518,4.214,1.54713,,464281845.0,95.49,95.5,95.49
"Willdan Group, Inc.",Manufacturing,Other Manufacturing,Engineering Services,WLDN,0.1108777777777777,-0.3633333333333333,114.0,31.58,3519207.0527,0.2615,0.7918,64.221,50.849,1.55592,,1403926403.46,86.98,98.0,84.0
"Northrim BanCorp, Inc.",Financial Services,Banking,Commercial Banking,NRIM,0.2011033333333333,4.155555555555556,113.0,51.33,107271.4875,,0.7627,90.366,68.924,,,529870326.12,24.64,24.65,23.81
"MKS, Inc.",Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,MKSI,0.1191122222222222,0.84,170.0,33.53,2132094.4719,0.1771,4.6216,909.0,4201.0,1.71413,,21594533482.59,313.47,321.65,313.47
"TransMedics Group, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,TMDX,0.0343333333333333,-0.1066666666666667,276.0,12.68,2239917.2218,0.1392,3.7736,135.783,512.391,6.59428,,2222266577.3,68.77,69.25,63.24
"Byrna Technologies, Inc.",Manufacturing,Aerospace & Defense,Firearms,BYRN,0.2272377777777777,1.94,91.0,42.86,3735128.6616,0.0918,0.0,14.329,0.0,1.81362,,116604261.56,5.28,5.34,5.1
Vicor Corp.,Energy,Electrical,Electrical Components/Equipment,VICR,0.0800722222222222,0.8666666666666667,257.0,11.67,115236753.0479,0.1489,0.0,56.248,0.0,7.59362,,14265157134.72,280.01,313.525,279.78
"Caseys General Stores, Inc.",Retail,Department & Discount,Convenience Goods Retailing,CASY,0.1058122222222222,-1.68,231.0,31.17,4138664.6541,0.0114,2.0389,1230.332,2508.545,0.48364,,32415656442.1,864.85,877.53,859.66
"Esperion Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,ESPR,0.1437966666666666,-1.9211111111111112,162.0,36.42,629624.4055,0.3477,9.0305,60.378,545.245,1.18828,,805761978.46,3.145,3.15,3.12
"Coretec Group, Inc.",Energy,Electrical,Industrial Electrical Equipment,CRTG,0.156,0.0,6.0,16.67,4024094.9264,,-0.7896,-1.99495,1.57528,1.01437,,11074326.06,0.01,0.01,0.01
"University Bancorp, Inc.",Financial Services,Banking,Commercial Banking,UNIB,0.1877244444444444,-2.13,16.0,31.25,408204.5569,,0.3118,7.54537,2.35277,,,117606534.5,23.0,23.0,22.75
"Kraig Biocraft Laboratories, Inc.",Consumer Goods,Apparel & Textiles,Artificial/Synthetic Fibers,KBLB,0.2213422222222222,-0.4244444444444444,145.0,49.66,10044997.7646,,-0.5304,-3.0484,1.617,0.07628,,161641260.742425,0.144,0.1499,0.14
LKQ Corp.,Manufacturing,Automotive,Motor Vehicle Parts,LKQ,0.20401,-3.0811111111111114,225.0,52.89,499514.0034,0.0882,2.4323,1506.0,3663.0,0.58081,,7159622463.5,28.74,28.94,27.87
"D.R. Horton, Inc.",Construction,Building Construction,Residential Building Construction,DHI,0.0810066666666666,1.0566666666666666,611.0,27.17,2186431.6555,0.0097,1.202,4962.8,5965.5,,,41107700700.48,147.55,147.55,144.8
"Leonardo DRS, Inc.",Manufacturing,Aerospace & Defense,Defense Equipment/Products,DRS,0.1185866666666666,0.0066666666666666,292.0,32.88,3781766.6058,0.3468,0.7833,443.0,347.0,1.60357,,11067958989.63,41.43,42.3,41.35
"Fluence Energy, Inc.",Energy,Renewables,Renewable Energy Equipment,FLNC,0.1249444444444444,1.2533333333333334,320.0,33.44,1447595.4449,0.3219,-92.9505,-4.242,394.296,1.17431,,4650158582.55,23.555,27.39,22.22
"Forestar Group, Inc.",Real Estate,Real Estate Services,Real Estate Services/Transactions,FOR,0.1069677777777777,0.9422222222222222,81.0,20.99,605133.7585,0.0122,3.6889,217.6,802.7,,,1380806402.31,27.57,27.57,27.03
"Venture Global, Inc.",Energy,Oil & Gas,Support Activities for Oil/Gas,VG,0.2016311111111111,-2.5466666666666664,233.0,47.64,384575.2238,0.0667,5.6525,6097.0,34463.0,0.87178,,28847446911.22,11.65,12.02,11.46
"MGP Ingredients, Inc.",Consumer Goods,Food & Beverage,Flour/Malt Products,MGPI,0.0906133333333333,-1.4177777777777778,186.0,33.33,461686.1272,0.2225,3.0736,82.093,252.318,0.69966,,398146145.31,19.67,19.67,18.56
Atlantic American Corp.,Financial Services,Insurance,Life Insurance,AAME,0.3386433333333333,-0.171111111111111,11.0,54.55,102050.4566,,-25.5314,-1.479,37.761,,,49973208.6,2.5102,2.5233,2.45
Ameris Bancorp,Financial Services,Banking,Commercial Banking,ABCB,0.1351077777777778,0.5655555555555555,157.0,31.21,146500.3212,,0.2316,622.729,144.21,,,5723227380.15,86.97,87.075,84.45
"Acuity, Inc.",Energy,Electrical,Electric Lighting Equipment,AYI,0.1399977777777777,3.938888888888889,175.0,35.43,2594661.503,0.1367,1.1949,750.5,896.8,1.32987,,8779878956.16,293.35,295.44,289.56
"Regional Health Properties, Inc.",Healthcare,Healthcare Services,Residential Care,RHEP,0.1746322222222222,4.751111111111111,51.0,47.06,48791.6599,0.1834,17.6943,2.81,49.721,,,5154413.77,1.25,1.31,1.23
"Asbury Automotive Group, Inc.",Retail,Auto Retail,Motor Vehicle Dealing,ABG,0.2039722222222222,1.3244444444444443,183.0,38.25,285554.0144,0.0202,5.4006,1084.0,5854.2,0.3496,,3677026812.0,200.57,201.94,196.99
The Coca-Cola Co.,Consumer Goods,Food & Beverage,Soft Drinks,KO,0.1490333333333333,-0.01,2410.0,39.96,2795164.5111,0.0634,2.8386,16026.0,45492.0,1.25083,,338433266999.88,78.16,78.725,77.85
"CoastalSouth Bancshares, Inc.",Financial Services,Banking,Banking,COSO,0.1343311111111111,-3.2744444444444443,35.0,40.0,89215.2415,,23.183,87.033,2017.684,,,304378578.99,25.92,26.0,25.215
"Equifax, Inc.",Financial Services,Investment Management,Rating Agencies,EFX,0.1764744444444444,-0.6577777777777777,532.0,41.92,1651492.1649,0.1667,2.7208,1872.0,5093.3,0.60469,,19982731678.38,173.86,175.24,167.82
"Corpay, Inc.",Software & Technology,Electronics,Electronic Payment Systems,CPAY,0.1724766666666666,-0.7322222222222223,324.0,44.44,594729.3628,0.8764,4.0467,2471.55,10001.687,0.97668,,22326324292.02,345.14,347.26,331.52
Genuine Parts Co.,Manufacturing,Automotive,Motor Vehicle Parts,GPC,0.1469611111111111,2.401111111111111,287.0,37.63,511516.3698,0.1349,2.3387,2050.633,4795.751,0.45902,,13957881353.9,104.16,104.16,101.0
"Global Payments, Inc.",Software & Technology,Electronics,Electronic Payment Systems,GPN,0.1260577777777777,0.6822222222222222,363.0,30.85,370676.5058,0.3285,6.0162,3624.743,21807.311,1.69008,,18811586976.39,68.73,69.78,68.35
"Intercontinental Exchange, Inc.",Financial Services,Securities & Trading,Securities/Commodity Exchange Activities,ICE,0.1121233333333333,-1.4822222222222223,472.0,33.69,495958.444,0.1228,2.9931,6563.0,19644.0,1.01976,,89249181960.9,155.12,157.86,154.23
"Interface, Inc.",Consumer Goods,Home & Household,Floor Coverings,TILE,0.1061533333333333,-2.905555555555555,81.0,22.22,1778131.3297,0.1258,0.9007,212.671,191.551,1.18039,,1676913132.3,29.39,29.74,28.59
"Manhattan Associates, Inc.",Software & Technology,Software,Applications Software,MANH,0.08566,3.701111111111111,277.0,27.08,9319549.1119,0.2047,0.0,289.054,0.0,1.27949,,8148740633.46,141.59,143.16,136.1101
Marine Products Corp.,Consumer Goods,Recreation & Electronics,Recreational Boats,MPX,0.1641111111111111,-0.1422222222222223,100.0,35.0,7831779.8232,0.0371,0.0,17.166,0.0,2.71191,,290650039.02,8.71,8.71,8.43
"Perma-Fix Environmental Services, Inc.",Environmental Services,Waste Management,Waste Management/Recycling Services,PESI,0.2001899999999999,1.8855555555555552,71.0,49.3,3233308.2076,0.3244,-0.2811,-9.975,2.804,1.54236,,204210391.0,10.89,11.24,10.89
"Pinnacle Financial Partners, Inc.",Financial Services,Banking,Commercial Banking,PNFP,0.0884188888888889,-2.1155555555555554,545.0,31.01,172748.039,,0.7276,1030.978,750.163,,,14586340562.36,98.2,98.2,96.175
"Aveanna Healthcare Holdings, Inc.",Healthcare,Healthcare Services,Home Healthcare Services,AVAH,0.13934,-3.0033333333333334,142.0,27.46,481686.4925,0.1371,8.7585,166.097,1454.758,0.97639,,1433391203.14,6.76,6.8,6.48
Graphic Packaging Holding Co.,Materials,Paper & Packaging,Packaging,GPK,0.2211833333333333,0.8899999999999999,204.0,49.51,215003.7281,0.0882,4.0022,1392.0,5571.0,0.5156,,3023969095.14,10.61,10.66,10.015
"Rollins, Inc.",Environmental Services,Pest Control,Exterminating/Pest Control Services,ROL,0.0934544444444444,0.7911111111111111,261.0,24.14,8649007.0206,0.0657,0.6972,874.668,609.83,0.54702,,25459798499.44,53.86,53.86,52.53
"Guardian Pharmacy Services, Inc.",Retail,Other Retail,Pharmacies/Drugstores,GRDN,0.1919177777777778,-1.8188888888888888,70.0,42.86,7603223.5898,0.0791,-0.1668,-43.148,7.199,0.7732,,2257380602.1,35.82,36.69,35.39
The Southern Co.,Energy,Utilities,Electric Utilities,SO,0.1111011111111111,-1.8533333333333335,510.0,27.25,526057.6978,0.111,5.4518,13315.0,72591.0,0.44908,,104951732223.8,92.26,93.53,92.03
"T Stamp, Inc.",Software & Technology,Other Software & Technology,Biometrics Technology,IDAI,0.2807444444444444,-0.8522222222222222,167.0,51.5,1294573.7509,0.4673,-0.4655,-8.60983,4.00811,1.12037,,12023393.2,2.48,2.48,2.1893
Repay Holdings Corp.,Software & Technology,Electronics,Electronic Payment Systems,RPAY,0.2041144444444444,0.598888888888889,87.0,42.53,247519.0229,0.1073,3.8856,109.774,426.542,0.81792,,295090897.25,3.55,3.55,3.3
"Ambiq Micro, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,AMBQ,0.1265033333333333,1.2555555555555555,119.0,40.34,31594240.0983,0.1367,-0.0,-34.313,0.0,6.28382,,975735622.38,44.19,46.89,44.14
"YETI Holdings, Inc.",Consumer Goods,Other Consumer Goods,Sports Goods,YETI,0.1026544444444444,0.6077777777777779,89.0,26.97,3403646.7516,0.0657,0.2702,293.508,79.296,1.36154,,3097383830.64,41.31,41.85,40.1
"Citizens, Inc. (Austin, Texas)",Financial Services,Insurance,Life Insurance,CIA,0.0940666666666666,-1.8077777777777777,52.0,25.0,103983.1184,,0.0,37.561,0.0,,,263384068.44,5.18,5.52,5.16
"DATATRAK International, Inc.",Software & Technology,Software,Applications Software,DTRK,0.0556277777777777,-3.2744444444444443,12.0,8.33,702924.9071,0.082,5.1317,0.39293,2.01641,0.92066,,8466855.3,0.3,0.3,0.3
"Twenty One Capital, Inc.",Financial Services,Holding Companies,Virtual Currencies/Cryptocurrencies,XXI,0.1704777777777777,-1.2644444444444445,137.0,39.42,7700260882.4548,,-0.4852,-0.68789,0.33376,0.57154,,5686642661.76,8.57,8.89,8.54
"MNTN, Inc.",Media & Entertainment,Advertising & Marketing,Advertising Services,MNTN,0.2195266666666666,0.1133333333333332,104.0,53.85,5341269.4675,0.2442,0.0,62.672,0.0,4.18081,,645990373.08,8.54,8.7099,8.21
"Natera, Inc.",Healthcare,Medical Devices,Diagnostic/Medical Research Services,NTRA,0.0997488888888888,-0.18,448.0,25.45,24947039.0413,0.1286,-0.306,-262.527,80.323,3.23755,,28519911171.48,194.12,202.42,190.57
Destiny Tech100 Inc,Financial Services,Investment Management,Investment Advice/Research Services,DXYZ,0.0934355555555555,3.2111111111111112,32.0,34.38,282664157.2634,6.4931,-0.0,-6.18505,0.0,,,1565591968.2,61.61,71.24,58.5
"Laredo Oil, Inc.",Energy,Oil & Gas,Natural Gas Extraction,LRDC,0.7618655555555555,4.603333333333333,6.0,100.0,2902856.2223,,-1.5032,-2.63868,3.96635,0.02312,,67833067.6,0.86522,0.8773,0.84
"Upland Software, Inc.",Software & Technology,Software,Knowledge Management Software,UPLD,0.2290377777777777,-1.1722222222222225,81.0,39.51,43389.8369,0.1449,4.7633,48.791,232.406,0.80262,,24042588.9788,0.966,0.9748,0.7559
"Q2 Holdings, Inc.",Software & Technology,Software,Software,QTWO,0.2121233333333333,-0.5477777777777778,153.0,52.94,2891293.297,0.0759,3.0251,100.284,303.368,1.02199,,2961000007.9,50.05,50.13,46.485
"Asure Software, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,ASUR,0.1922877777777777,1.5433333333333334,65.0,33.85,458049.2243,0.1128,3.7505,18.031,67.626,1.06091,,254692901.04,9.19,9.2,8.87
Open Lending Corp.,Other,Miscellaneous Services,Risk Management Services,LPRO,0.0943444444444444,-2.7755555555555556,131.0,31.3,811414.2031,0.3117,10.0864,8.404,84.766,4.52083,,218701601.7,1.9,1.962,1.785
Avient Corp.,Materials,Plastics & Polymers,Synthetic Resins/Polymers,AVNT,0.1122911111111111,-1.1344444444444444,127.0,29.13,542367.8058,0.1334,3.7901,507.4,1923.1,1.22143,,3300648910.33,37.08,37.235,35.95
"Larimar Therapeutics, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,LRMR,0.2800488888888889,-0.7466666666666667,126.0,59.52,8972249.7724,,-0.0,-90.572,0.0,8.01872,,424881212.33,4.0,4.215,3.97
"Ballston Spa Bancorp, Inc.",Financial Services,Banking,Commercial Banking,BSPA,0.1216177777777777,-1.4566666666666666,16.0,37.5,61001.6762,,0.4612,16.804,7.75,,,84394345.92,74.9899,74.99,74.645
"T. Rowe Price Group, Inc.",Financial Services,Investment Management,Asset Management,TROW,0.0644888888888888,-0.4611111111111111,2508.0,23.33,3867844.684,0.1273,0.0073,2967.6,21.8,,,22444426978.5,105.29,105.71,104.55
"Medifast, Inc.",Consumer Goods,Personal Care & Beauty,Beauty/Personal Care Services,MED,0.2045977777777778,0.8833333333333333,35.0,54.29,1686473.1057,,0.0,0.029,0.0,4.22362,,137877026.0,12.51,12.76,12.14
"Option Care Health, Inc.",Healthcare,Healthcare Services,Healthcare Provision,OPCH,0.13677,-3.618888888888889,105.0,36.19,877407.7448,0.0838,2.841,408.596,1160.832,0.95716,,3113855404.32,20.65,20.98,19.795
"Bassett Furniture Industries, Inc.",Consumer Goods,Home & Household,Household/Institutional/Street Furniture,BSET,0.1521422222222222,0.65,48.0,41.67,467149.4212,0.0516,0.0432,17.126,0.74,1.08791,,123568973.86,14.12,14.415,14.12
"High Wire Networks, Inc.",Energy,Renewables,Renewable Energy Equipment,HWNI,0.2829611111111111,-2.4488888888888884,5.0,60.0,521637.0991,0.0991,-0.3926,-6.55199,2.57248,0.16875,,6638941.12,0.3151,0.32,0.2888
"ANI Pharmaceuticals, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,ANIP,0.1250455555555555,0.4155555555555556,186.0,27.96,1193995.4832,0.3182,2.9996,205.759,617.187,2.19354,,1790296888.22,80.75,81.28,76.1201
"Fortress Biotech, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,FBIO,0.4100977777777778,-1.3655555555555556,119.0,73.95,367487.0825,0.1804,-0.5487,-106.776,58.587,1.0636,,74410721.28,2.39,2.4299,2.235
"BCB Bancorp, Inc.",Financial Services,Banking,Commercial Banking,BCBP,0.0879566666666666,1.0822222222222222,46.0,21.74,34350.7375,,20.5958,2.098,43.21,,,170332570.17,10.062,10.15,9.81
Digimarc Corp.,Software & Technology,Software,Applications Software,DMRC,0.0787877777777777,-11.62,209.0,46.41,8234940.6704,0.1669,-0.0,-34.07,0.0,4.30411,,197734918.65,9.35,9.515,8.865
"NIKE, Inc.",Consumer Goods,Apparel & Textiles,Footwear,NKE,0.3663466666666667,1.0788888888888888,3031.0,56.12,1611959.2355,0.1019,1.7793,4477.0,7966.0,1.50227,,62774801328.87,43.75,44.02,42.39
"Anika Therapeutics, Inc.",Healthcare,Medical Devices,Diagnostic/Therapeutic Devices,ANIK,0.3271,-7.032222222222222,125.0,71.2,2480042.3861,0.21,-0.0,-5.251,0.0,3.86028,,193463772.96,14.8,14.8,14.225
"Ocular Therapeutix, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,OCUL,0.1463122222222222,1.8966666666666665,278.0,36.33,7929718.9116,0.59,-0.2685,-265.694,71.336,15.32427,,2031952122.24,9.67,9.73,9.18
Israel Acquisitions Corp.,Financial Services,Holding Companies,Shell Company,ISRLF,0.2778188888888889,-6.637777777777777,20.0,75.0,6928002.7227,,-1.2465,-0.66187,0.825,12.00684,,79464758.49,13.5,13.5,12.51
"RegalWorks Media, Inc.",Consumer Goods,Personal Care & Beauty,Skin Care Products,RWMI,,,,,5276941.7724,,,,0.06011,9e-05,,9029994.0,0.03,0.03,0.03
"Xtant Medical Holdings, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,XTNT,0.1985544444444444,0.6599999999999999,76.0,42.11,864131.3858,0.1762,-4.3661,-7.85,34.274,0.99654,,73269706.806,0.5243,0.5752,0.515
"Kish Bancorp, Inc.",Financial Services,Banking,Commercial Banking,KISB,0.1288455555555555,1.208888888888889,45.0,33.33,60195.6431,,9.0574,37.57606,340.34124,,,185561146.0,59.7501,61.0,59.7501
"PACCAR, Inc.",Manufacturing,Automotive,Commercial Vehicles,PCAR,0.1199011111111111,-2.0833333333333335,561.0,25.31,1422678.7105,0.0696,3.1769,4922.1,15637.2,,,59449292427.84,114.16,114.5599,112.24
"Savers Value Village, Inc.",Retail,Specialty Retail,Used Merchandise Retailing,SVV,0.2242544444444444,1.4533333333333334,133.0,47.37,442224.5326,0.0102,3.1727,232.75,738.439,0.63777,,1161055631.32,7.98,7.98,7.31
Terreno Realty Corp.,Real Estate,REITs,Industrial/Office REITs,TRNO,0.1401566666666666,-3.9622222222222225,207.0,37.2,3375142.7478,,3.0041,314.014,943.336,,,6985446703.39,66.26,66.58,65.61
"NextCure, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,NXTC,0.2005077777777777,-2.8622222222222224,95.0,47.37,1390772.6439,,-0.0,-55.416,0.0,4.14036,,35326298.88,9.76,10.0233,9.69
"Healthcare Services Group, Inc.",Healthcare,Healthcare Services,Healthcare Support Services,HCSG,0.2211077777777777,-9.394444444444444,79.0,40.51,3240831.3755,0.1822,0.0,65.317,0.0,3.28463,,1534220488.2,23.06,23.11,22.2
Whirlpool Corp.,Consumer Goods,Home & Household,Household Appliances,WHR,0.2676744444444444,0.6088888888888888,784.0,51.02,120363.0664,0.0822,6.1336,1063.0,6520.0,0.40181,,2662933810.68,44.05,44.5,40.75
"Glucose Health, Inc.",Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,GLUC,0.3879955555555556,-1.341111111111111,17.0,70.59,554219202.4093,0.0309,-0.0,-0.33612,0.0,92.56799,,8830559.43,0.38,0.38,0.33
"Caribou Biosciences, Inc.",Healthcare,Biotech & Research,Biological Therapy,CRBU,0.1019666666666666,1.6711111111111112,124.0,32.26,2271040.7373,0.267,-0.0,-132.549,0.0,5.71465,,201336567.25,1.97,2.185,1.9546
"CorMedix, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,CRMD,0.1686733333333333,2.6211111111111114,158.0,35.44,10545016.6329,1.1882,-0.0,-22.04645,0.0,3.16126,,600867941.4,7.902,8.09,7.635
AGNC Investment Corp.,Real Estate,REITs,Mortgage REITs,AGNC,0.0783799999999999,0.1277777777777778,133.0,19.55,72441.7366,0.0327,60.9545,1670.0,101794.0,,,12397636137.6,10.83,10.9,10.785
"Alset, Inc.",Real Estate,Real Estate Services,Real Estate Services/Transactions,AEI,0.2289744444444444,-1.893333333333333,13.0,46.15,2843283.941,0.4636,-1.1225,-1.27584,1.43209,10.91105,,73124160.4,1.85,1.95,1.7461
DiamondRock Hospitality Co.,Real Estate,REITs,Hospitality REITs,DRH,0.1134911111111111,-2.234444444444444,80.0,37.5,835936.3381,0.123,4.0629,278.427,1131.234,,,2167600264.6,10.79,10.835,10.535
"Eagle Bancorp, Inc. (Maryland)",Financial Services,Banking,Commercial Banking,EGBN,0.3185033333333333,-3.738888888888889,120.0,50.83,50090.4896,,-0.4391,-174.061,76.428,,,781907594.24,26.37,26.465,25.52
"HIPH World, Inc.",Consumer Goods,Food & Beverage,Bottled Water,HIPH,0.0089,0.0,1.0,0.0,189764754.9586,,,,0.05418,0.01154,,62464299.1493,0.0004,0.0011,0.0003
"Northwest Biotherapeutics, Inc.",Software & Technology,Other Software & Technology,Biotechnology Services,NWBO,0.1677388888888889,0.31,49.0,38.78,2341587.9122,,-0.9678,-64.764,62.676,0.0595,,412560537.57425,0.24,0.275,0.235
Centrus Energy Corp.,Materials,Metals & Mining,Uranium Ore Mining,LEU,0.2345844444444444,0.3366666666666666,302.0,50.66,1497372.1874,0.0684,20.2283,60.0,1213.7,4.82663,,4194633136.68,203.55,215.57,197.0
"Embassy Bancorp, Inc. (Pennsylvania)",Financial Services,Banking,Commercial Banking,EMYB,0.1673255555555555,0.1611111111111111,53.0,18.87,54112.8381,,0.5594,17.663,9.88,,,150884362.75,20.05,20.35,20.05
"Axcelis Technologies, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,ACLS,0.0986255555555555,1.847777777777778,233.0,31.33,9318564.0645,0.2008,0.3091,136.928,42.329,3.10732,,5073551716.76,164.93,168.14,160.45
"Live Nation Entertainment, Inc.",Media & Entertainment,Venues & Attractions,Entertainment Venues,LYV,0.4523322222222222,1.63,658.0,65.5,1005207.3926,0.0826,3.8475,2131.147,8199.648,0.98993,,37932186237.0,160.83,164.56,159.79
"PodcastOne, Inc.",Media & Entertainment,Broadcasting,Radio Broadcasting,PODC,0.2596055555555555,-1.1144444444444443,100.0,51.0,10015099.8667,0.1198,-0.0,-4.714,0.0,1.24814,,101035627.8,3.53,3.82,3.38
"Limitless X Holdings, Inc.",Financial Services,Holding Companies,Diversified Holding Companies,LIMX,0.3004311111111111,-0.1577777777777778,43.0,65.12,1219570.6962,0.0074,-1.5092,-3.88053,5.85634,0.00684,,26835087.65,1.23,1.5,0.9809
Bruker Corp.,Healthcare,Medical Devices,Medical Devices/Apparatus,BRKR,0.1396955555555555,-4.372222222222222,275.0,37.45,1044174.1815,0.2142,3.7851,493.8,1869.1,0.8553,,6586802750.48,44.435,44.55,42.8112
"Entegris, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,ENTG,0.1505655555555555,1.0266666666666666,244.0,35.66,3103690.4003,0.1435,4.1811,888.9,3716.6,2.03643,,22745375000.0,148.03,149.73,146.41
Quanterix Corp.,Software & Technology,Other Software & Technology,Biotechnology Services,QTRX,0.1204855555555555,-1.9666666666666663,133.0,31.58,643207.3551,0.2158,-0.0,-77.555,0.0,2.1066,,131896746.8,2.78,2.87,2.58
